,iati_identifier,title_narrative,document_link_url,document_link_title_narrative,document-link.category-codes-combined
302,GB-1-205268,['Strengthening humanitarian preparedness and response in Bangladesh'],"['http://iati.fcdo.gov.uk/iati_documents/61595676.odt', 'http://iati.fcdo.gov.uk/iati_documents/61595125.odt', 'http://iati.fcdo.gov.uk/iati_documents/5887625.odt', 'http://iati.fcdo.gov.uk/iati_documents/58491004.odt', 'http://iati.fcdo.gov.uk/iati_documents/5700680.odt', 'http://iati.fcdo.gov.uk/iati_documents/5670304.odt', 'http://iati.fcdo.gov.uk/iati_documents/5646040.odt', 'http://iati.fcdo.gov.uk/iati_documents/5599973.odt', 'http://iati.fcdo.gov.uk/iati_documents/50480853.odt', 'http://iati.fcdo.gov.uk/iati_documents/50479863.odt', 'http://iati.fcdo.gov.uk/iati_documents/50479313.odt', 'http://iati.fcdo.gov.uk/iati_documents/49281739.odt', 'http://iati.fcdo.gov.uk/iati_documents/49279170.odt', 'http://iati.fcdo.gov.uk/iati_documents/49271490.odt', 'http://iati.fcdo.gov.uk/iati_documents/42893999.odt', 'http://iati.fcdo.gov.uk/iati_documents/42893392.odt', 'http://iati.fcdo.gov.uk/iati_documents/42148956.odt', 'http://iati.fcdo.gov.uk/iati_documents/42148924.odt', 'http://iati.fcdo.gov.uk/iati_documents/42143384.odt', 'http://iati.fcdo.gov.uk/iati_documents/42142854.odt', 'http://iati.fcdo.gov.uk/iati_documents/36126769.odt', 'http://iati.fcdo.gov.uk/iati_documents/35591646.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/31781938.odt', 'http://iati.fcdo.gov.uk/iati_documents/30048996.odt', 'http://iati.fcdo.gov.uk/iati_documents/26314234.odt', 'http://iati.fcdo.gov.uk/iati_documents/22282131.odt', 'http://iati.fcdo.gov.uk/iati_documents/19594863.odt', 'http://iati.fcdo.gov.uk/iati_documents/19105533.odt', 'http://iati.fcdo.gov.uk/iati_documents/15455011.odt', 'http://iati.fcdo.gov.uk/iati_documents/15452260.odt', 'http://iati.fcdo.gov.uk/iati_documents/13688133.odt']","['Addendum to the Business Case (61595676) 205268 (Published - June, 2021).odt', 'Addendum to the Business Case (61595125) 205268 (Published - June, 2021).odt', 'Business Case and Summary (5887625 ) 205268 (Published - April, 2018).odt', 'Annual review (58491004) 205268 (Published - March, 2021).odt', 'Accountable Grant (5700680 ) 205268 (Published - April, 2017).odt', 'Memoranda of understanding - amendment letter (5670304 ) 205268 (Published - January, 2017).odt', 'Memoranda of understanding (5646040 ) 205268 (Published - November, 2016).odt', 'Memoranda of understanding (5599973 ) 205268 (Published - November, 2016).odt', 'Annual review (50480853) 205268 (Published - August, 2019).odt', 'Memoranda of understanding - amendment letter (50479863) 205268 (Published - August, 2019).odt', 'Memoranda of understanding - amendment letter (50479313) 205268 (Published - August, 2019).odt', 'Memoranda of understanding (49281739) 205268 (Published - June, 2019).odt', 'Memoranda of understanding - amendment letter (49279170) 205268 (Published - June, 2019).odt', 'Addendum to the Business Case (49271490) 205268 (Published - June, 2019).odt', 'Memoranda of understanding - amendment letter (42893999) 205268 (Published - November, 2018).odt', 'Memoranda of understanding (42893392) 205268 (Published - November, 2018).odt', 'Accountable Grant (42148956) 205268 (Published - November, 2018).odt', 'Memoranda of understanding (42148924) 205268 (Published - November, 2018).odt', 'Memoranda of understanding - amendment letter (42143384) 205268 (Published - November, 2018).odt', 'Memoranda of understanding - amendment letter (42142854) 205268 (Published - November, 2018).odt', 'Annual review (36126769) 205268 (Published - November, 2018).odt', 'Logical framework (35591646) 205268 (Published - October, 2020).xlsx', 'Accountable Grant (31781938) 205268 (Published - May, 2018).odt', 'Addendum to the Business Case (30048996) 205268 (Published - April, 2018).odt', 'Memoranda of understanding - amendment letter (26314234) 205268 (Published - August, 2019).odt', 'Addendum to the Business Case (22282131) 205268 (Published - April, 2018).odt', 'Memoranda of understanding (19594863) 205268 (Published - November, 2017).odt', 'Accountable Grant (19105533) 205268 (Published - November, 2017).odt', 'Annual review (15455011) 205268 (Published - August, 2017).odt', 'Accountable Grant (15452260) 205268 (Published - November, 2017).odt', 'Addendum to the Business Case (13688133) 205268 (Published - December, 2017).odt']","['A02,A03,A04,A05', 'A02,A03,A04,A05', 'A01,A02,A03,A04,A05', 'A07,A08', 'A09', 'A09', 'A09', 'A09', 'A07,A08', 'A09', 'A09', 'A09', 'A09', 'A02,A03,A04,A05', 'A09', 'A09', 'A09', 'A09', 'A09', 'A09', 'A07,A08', 'A02,A08', 'A09', 'A02,A03,A04,A05', 'A09', 'A02,A03,A04,A05', 'A09', 'A09', 'A07,A08', 'A09', 'A02,A03,A04,A05']"
303,GB-1-205269,['Sierra Leone: Strengthening Community-Led Accountability to Improve Service Delivery'],"['http://iati.fcdo.gov.uk/iati_documents/61574842.odt', 'http://iati.fcdo.gov.uk/iati_documents/60125436.odt', 'http://iati.fcdo.gov.uk/iati_documents/60125209.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/5628338.odt', 'http://iati.fcdo.gov.uk/iati_documents/55433672.odt', 'http://iati.fcdo.gov.uk/iati_documents/49082904.odt', 'http://iati.fcdo.gov.uk/iati_documents/49047415.odt', 'http://iati.fcdo.gov.uk/iati_documents/4687372.odt', 'http://iati.fcdo.gov.uk/iati_documents/24512003.odt', 'https://www.contractsfinder.service.gov.uk/Notice/584980ac-2566-4ce2-bd37-e68101f00fe2']","['Project completion review (61574842) 205269 (Published - July, 2021).odt', 'Accountable Grant (60125436) 205269 (Published - March, 2021).odt', 'Logical framework (60125209) 205269 (Published - March, 2021).xlsx', 'Business Case and Summary (5628338 ) 205269 (Published - November, 2016).odt', 'Annual review (55433672) 205269 (Published - August, 2020).odt', 'Accountable Grant (49082904) 205269 (Published - June, 2019).odt', 'Annual review (49047415) 205269 (Published - June, 2019).odt', 'Annual review (4687372 ) 205269 (Published - August, 2019).odt', 'Annual review (24512003) 205269 (Published - September, 2018).odt', 'Contract: DFID 7594 Strengthening Community Led Accountability to Improve Service Delivery in Sierra Leone']","['A01,A07,A08', 'A09', 'A02,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A09', 'A07,A08', 'A07,A08', 'A07,A08', 'A11']"
304,GB-1-205271,"['Support to the International Agriculture Research Centres developing and delivering agriculture technologies and knowledge to reduce poverty, hunger and adapt to climate change.']","['http://iati.fcdo.gov.uk/iati_documents/59420364.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/5754213.odt', 'http://iati.fcdo.gov.uk/iati_documents/5754212.odt', 'http://iati.fcdo.gov.uk/iati_documents/5754204.odt', 'http://iati.fcdo.gov.uk/iati_documents/57084013.odt', 'http://iati.fcdo.gov.uk/iati_documents/5607487.odt', 'http://iati.fcdo.gov.uk/iati_documents/5607485.odt', 'http://iati.fcdo.gov.uk/iati_documents/5607484.odt', 'http://iati.fcdo.gov.uk/iati_documents/5455281.odt', 'http://iati.fcdo.gov.uk/iati_documents/47630929.odt', 'http://iati.fcdo.gov.uk/iati_documents/47143686.odt', 'http://iati.fcdo.gov.uk/iati_documents/36085719.odt', 'http://iati.fcdo.gov.uk/iati_documents/30742850.odt', 'http://iati.fcdo.gov.uk/iati_documents/16400675.odt']","['Logical framework (59420364) 205271 (Published - January, 2021).xlsx', 'Memoranda of understanding - amendment letter (5754213 ) 205271 (Published - May, 2017).odt', 'Memoranda of understanding - amendment letter (5754212 ) 205271 (Published - May, 2017).odt', 'Memoranda of understanding - amendment letter (5754204 ) 205271 (Published - May, 2017).odt', 'Annual review (57084013) 205271 (Published - February, 2021).odt', 'Memoranda of understanding (5607487 ) 205271 (Published - May, 2017).odt', 'Memoranda of understanding (5607485 ) 205271 (Published - May, 2017).odt', 'Memoranda of understanding (5607484 ) 205271 (Published - May, 2017).odt', 'Business Case and Summary (5455281 ) 205271 (Published - September, 2016).odt', 'Annual review (47630929) 205271 (Published - April, 2019).odt', 'Memoranda of understanding - amendment letter (47143686) 205271 (Published - April, 2019).odt', 'Annual review (36085719) 205271 (Published - April, 2019).odt', 'Memoranda of understanding - amendment letter (30742850) 205271 (Published - May, 2018).odt', 'Memoranda of understanding - amendment letter (16400675) 205271 (Published - October, 2017).odt']","['A02,A08', 'A09', 'A09', 'A09', 'A07,A08', 'A09', 'A09', 'A09', 'A01,A02,A03,A04,A05', 'A07,A08', 'A09', 'A07,A08', 'A09', 'A09']"
305,GB-1-205273,"[""Developing and Scaling Next Generation Agricultural Technologies - Phase II of DFID's Strategic Partnership with the Bill & Melinda Gates Foundation (BMGF)""]","['http://iati.fcdo.gov.uk/iati_documents/58087165.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/58086722.odt', 'http://iati.fcdo.gov.uk/iati_documents/58034967.odt', 'http://iati.fcdo.gov.uk/iati_documents/56828381.odt', 'http://iati.fcdo.gov.uk/iati_documents/5456136.odt', 'http://iati.fcdo.gov.uk/iati_documents/46293685.odt', 'http://iati.fcdo.gov.uk/iati_documents/35670974.odt', 'http://iati.fcdo.gov.uk/iati_documents/11046334.odt']","['Logical framework (58087165) 205273 (Published - October, 2020).xlsx', 'Memoranda of understanding (58086722) 205273 (Published - October, 2020).odt', 'Annual review (58034967) 205273 (Published - October, 2020).odt', 'Project completion review (56828381) 205273 (Published - August, 2020).odt', 'Business Case and Summary (5456136 ) 205273 (Published - February, 2017).odt', 'Addendum to the Business Case (46293685) 205273 (Published - March, 2019).odt', 'Annual review (35670974) 205273 (Published - September, 2018).odt', 'Annual review (11046334) 205273 (Published - October, 2017).odt']","['A02,A08', 'A09', 'A07,A08', 'A01,A07,A08', 'A01,A02,A03,A04,A05', 'A02,A03,A04,A05', 'A07,A08', 'A07,A08']"
306,GB-1-205275,['Better Jobs in Bangladesh'],"['http://iati.fcdo.gov.uk/iati_documents/9085375.odt', 'http://iati.fcdo.gov.uk/iati_documents/59820535.odt', 'http://iati.fcdo.gov.uk/iati_documents/56723049.odt', 'http://iati.fcdo.gov.uk/iati_documents/51676485.odt', 'http://iati.fcdo.gov.uk/iati_documents/49271484.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/49236135.odt', 'http://iati.fcdo.gov.uk/iati_documents/31126829.odt']","['Business Case and Summary (9085375 ) 205275 (Published - November, 2017).odt', 'Project completion review (59820535) 205275 (Published - March, 2021).odt', 'Annual review (56723049) 205275 (Published - July, 2020).odt', 'Annual review (51676485) 205275 (Published - November, 2019).odt', 'Logical framework (49271484) 205275 (Published - June, 2019).xlsx', 'Annual review (49236135) 205275 (Published - June, 2019).odt', 'Memoranda of understanding (31126829) 205275 (Published - May, 2018).odt']","['A01,A02,A03,A04,A05', 'A01,A07,A08', 'A07,A08', 'A07,A08', 'A02,A08', 'A07,A08', 'A09']"
307,GB-1-205282,['Improving Early Childhood Development in Rwanda'],"['http://iati.fcdo.gov.uk/iati_documents/60243111.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/59094366.odt', 'http://iati.fcdo.gov.uk/iati_documents/58267348.odt', 'http://iati.fcdo.gov.uk/iati_documents/38587677.odt', 'https://www.contractsfinder.service.gov.uk/Notice/11017354-9d22-45ad-8c4d-c42fb27075e2']","['Logical framework (60243111) 205282 (Published - March, 2021).xlsx', 'Project completion review (59094366) 205282 (Published - January, 2021).odt', 'Annual review (58267348) 205282 (Published - November, 2020).odt', 'Business Case and Summary (38587677) 205282 (Published - October, 2020).odt', 'Tender: DFID 8408 Improving Early Childhood Development in Rwanda (IECD-R) Contract Notice']","['A02,A08', 'A01,A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A10']"
308,GB-1-205283,['Strengthening Evidence Use for Development Impact '],"['http://iati.fcdo.gov.uk/iati_documents/90000050.odt', 'http://iati.fcdo.gov.uk/iati_documents/60935538.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/50208383.odt', 'http://iati.fcdo.gov.uk/iati_documents/44659413.odt', 'http://iati.fcdo.gov.uk/iati_documents/44659332.odt', 'http://iati.fcdo.gov.uk/iati_documents/27517159.odt', 'https://www.contractsfinder.service.gov.uk/Notice/4aa71eda-6f40-424f-8a92-26181481ce89', 'https://www.contractsfinder.service.gov.uk/Notice/14108899-42fb-4ee6-9f01-1077949773ec']","['Project completion review (90000050) 205283 (Published - October, 2021).odt', 'Logical framework (60935538) 205283 (Published - May, 2021).xlsx', 'Annual review (50208383) 205283 (Published - August, 2019).odt', 'Annual review (44659413) 205283 (Published - July, 2019).odt', 'Addendum to the Business Case (44659332) 205283 (Published - July, 2019).odt', 'Business Case and Summary (27517159) 205283 (Published - August, 2019).odt', 'Contract: DFID 8295 Strengthening the Use of Evidence for Development Impact (SEDI) Contract Award', 'Tender: DFID 8295 Strengthening the Use of Evidence for Development Impact Contract Notice']","['A01,A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A02,A03,A04,A05', 'A01,A02,A03,A04,A05', 'A11', 'A10']"
309,GB-1-205285,['Comic Relief Red Nose Day 2019 –  Global Mental Health Matters: '],"['http://iati.fcdo.gov.uk/iati_documents/D0003168.odt', 'http://iati.fcdo.gov.uk/iati_documents/D0002845.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/90000670.odt', 'http://iati.fcdo.gov.uk/iati_documents/60100728.odt', 'http://iati.fcdo.gov.uk/iati_documents/60100433.odt', 'http://iati.fcdo.gov.uk/iati_documents/60099941.odt', 'http://iati.fcdo.gov.uk/iati_documents/60098427.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/56500241.odt', 'http://iati.fcdo.gov.uk/iati_documents/47333218.odt', 'http://iati.fcdo.gov.uk/iati_documents/47331919.odt']","['Annual review (D0003168) 205285 (Published - June, 2023).odt', 'Logical Framework (D0002845) 205285 (Published - April, 2023).xlsx', 'Annual review (90000670) 205285 (Published - March, 2022).odt', 'Annual review (60100728) 205285 (Published - March, 2021).odt', 'Annual review (60100433) 205285 (Published - March, 2021).odt', 'Annual review (60099941) 205285 (Published - March, 2021).odt', 'Annual review (60098427) 205285 (Published - March, 2021).xlsx', 'Annual review (56500241) 205285 (Published - May, 2021).odt', 'Memoranda of understanding (47333218) 205285 (Published - April, 2019).odt', 'Business Case and Summary (47331919) 205285 (Published - April, 2019).odt']","['A07,A08', 'A02,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A09', 'A01,A02,A03,A04,A05']"
310,GB-1-205286,['CHURP Central African Republic Humanitarian Recovery Programme 2016 to 2019'],"['http://iati.fcdo.gov.uk/iati_documents/59558273.odt', 'http://iati.fcdo.gov.uk/iati_documents/59557865.odt', 'http://iati.fcdo.gov.uk/iati_documents/5628769.odt', 'http://iati.fcdo.gov.uk/iati_documents/54167905.xls', 'http://iati.fcdo.gov.uk/iati_documents/53673478.odt', 'http://iati.fcdo.gov.uk/iati_documents/5236583.odt', 'http://iati.fcdo.gov.uk/iati_documents/33504007.odt', 'http://iati.fcdo.gov.uk/iati_documents/33056732.odt', 'http://iati.fcdo.gov.uk/iati_documents/19273344.odt', 'http://iati.fcdo.gov.uk/iati_documents/19273136.odt', 'http://iati.fcdo.gov.uk/iati_documents/13294103.odt', 'http://iati.fcdo.gov.uk/iati_documents/13221755.odt', 'http://iati.fcdo.gov.uk/iati_documents/11766623.odt']","['Evaluation management response publish (59558273) 205286 (Published - February, 2021).odt', 'Evaluation report publish (59557865) 205286 (Published - February, 2021).odt', 'Accountable Grant (5628769 ) 205286 (Published - April, 2017).odt', 'Logical framework (54167905) 205286 (Published - February, 2020).xls', 'Project completion review (53673478) 205286 (Published - January, 2020).odt', 'Business Case and Summary (5236583 ) 205286 (Published - September, 2017).odt', 'Memoranda of understanding - amendment letter (33504007) 205286 (Published - July, 2018).odt', 'Annual review (33056732) 205286 (Published - June, 2018).odt', 'Memoranda of understanding (19273344) 205286 (Published - October, 2017).odt', 'Memoranda of understanding (19273136) 205286 (Published - October, 2017).odt', 'Accountable grant (13294103) 205286 (Published - July, 2017).odt', 'Annual review (13221755) 205286 (Published - July, 2017).odt', 'Accountable Grant (11766623) 205286 (Published - July, 2017).odt']","['A07,A08', 'A01,A07,A08', 'A09', 'A02,A08', 'A01,A07,A08', 'A01,A02,A03,A04,A05', 'A09', 'A07,A08', 'A09', 'A09', 'A09', 'A07,A08', 'A09']"
311,GB-1-205288,"['The EdTech Hub (Educational Technology Hub) - Robust research and innovation on digital, data and technology in education systems, providing global public research goods and direct country support for effective decision making on edtech.']","['http://iati.fcdo.gov.uk/iati_documents/90000950.odt', 'http://iati.fcdo.gov.uk/iati_documents/90000555.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/61065939.odt', 'http://iati.fcdo.gov.uk/iati_documents/61065831.odt', 'http://iati.fcdo.gov.uk/iati_documents/59989694.odt', 'http://iati.fcdo.gov.uk/iati_documents/58932487.odt', 'http://iati.fcdo.gov.uk/iati_documents/54110310.odt', 'http://iati.fcdo.gov.uk/iati_documents/54105440.odt', 'http://iati.fcdo.gov.uk/iati_documents/54104789.odt', 'https://www.contractsfinder.service.gov.uk/Notice/2d52aeb2-4639-47b7-b8e9-a6c9dd059ce8', 'https://www.contractsfinder.service.gov.uk/Notice/9b6cbc8c-d593-4084-bd44-3c7473215c69', 'https://www.contractsfinder.service.gov.uk/Notice/aa4bbc65-4f50-4f29-a555-799c11eeafc3', 'https://www.contractsfinder.service.gov.uk/Notice/059781a0-2210-4bd9-99da-930fe35ed010']","['Annual review (90000950) 205288 (Published - April, 2022).odt', 'Logical Framework (90000555) 205288 (Published - March, 2022).xlsx', 'Addendum to the Business Case (61065939) 205288 (Published - May, 2021).odt', 'Addendum to the Business Case (61065831) 205288 (Published - May, 2021).odt', 'Memoranda of understanding - amendment letter (59989694) 205288 (Published - March, 2021).odt', 'Annual review (58932487) 205288 (Published - December, 2020).odt', 'Annual review (54110310) 205288 (Published - February, 2020).odt', 'Annual review (54105440) 205288 (Published - February, 2020).odt', 'Business Case and Summary (54104789) 205288 (Published - February, 2020).odt', 'Contract: DFID 8354 Directorate for a Research and Innovation and Hub on Technology for Education Contract Amendment No 1', 'Contract: DFID 8354 Directorate for a Research and Innovation and Hub onTechnology for Education Contract Award', 'Tender: DFID 8354 Directorate for a Research and Innovation Hub on Technology for Education Contract Notice', 'Tender: DFID 8147 Harnessing the Transformative Potential of Technology to Increase Learning Outcomes for All - Contract Notice']","['A07,A08', 'A02,A08', 'A02,A03,A04,A05', 'A02,A03,A04,A05', 'A09', 'A07,A08', 'A07,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A11', 'A11', 'A10', 'A10']"
312,GB-GOV-1-300001,['Humanitarian Access in the Occupied Palestinian Territories.'],"['http://iati.fcdo.gov.uk/iati_documents/D0002831.odt', 'http://iati.fcdo.gov.uk/iati_documents/D0001133.odt', 'http://iati.fcdo.gov.uk/iati_documents/D0001132.odt', 'http://iati.fcdo.gov.uk/iati_documents/59516340.odt', 'http://iati.fcdo.gov.uk/iati_documents/39120831.odt', 'http://iati.fcdo.gov.uk/iati_documents/28672480.odt', 'http://iati.fcdo.gov.uk/iati_documents/28655223.odt', 'http://iati.fcdo.gov.uk/iati_documents/21086017.odt']","['Annual review (D0002831) 300001 (Published - April, 2023).odt', 'Annual review (D0001133) 300001 (Published - August, 2022).odt', 'Annual review (D0001132) 300001 (Published - August, 2022).odt', 'Annual review (59516340) 300001 (Published - February, 2021).odt', 'Annual review (39120831) 300001 (Published - October, 2018).odt', 'Memoranda of understanding (28672480) 300001 (Published - March, 2018).odt', 'Annual review (28655223) 300001 (Published - March, 2018).odt', 'Intervention Summary (21086017) 300001 (Published - November, 2017).odt']","['A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A09', 'A07,A08', 'A02']"
313,GB-GOV-1-300003,['Strengthening disaster resilience in Nepal'],"['http://iati.fcdo.gov.uk/iati_documents/D0003254.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/D0000961.odt', 'http://iati.fcdo.gov.uk/iati_documents/6301734.odt', 'http://iati.fcdo.gov.uk/iati_documents/61474022.odt', 'http://iati.fcdo.gov.uk/iati_documents/56172543.odt', 'http://iati.fcdo.gov.uk/iati_documents/50130255.odt', 'http://iati.fcdo.gov.uk/iati_documents/36883223.odt', 'http://iati.fcdo.gov.uk/iati_documents/21427837.odt', 'https://www.contractsfinder.service.gov.uk/Notice/9525772c-16ce-42f8-ad88-3a7836857ab6', 'https://www.contractsfinder.service.gov.uk/Notice/a221c434-bd3f-45f5-875d-204a41970faa', 'https://www.contractsfinder.service.gov.uk/Notice/9331a885-3b41-486c-bbcf-7c4b3926b1d0']","['Logical Framework (D0003254) 300003 (Published - July, 2023).xlsx', 'Annual review (D0000961) 300003 (Published - July, 2022).odt', 'Business Case and Summary (6301734 ) 300003 (Published - March, 2019).odt', 'Annual review (61474022) 300003 (Published - August, 2021).odt', 'Annual review (56172543) 300003 (Published - August, 2020).odt', 'Annual review (50130255) 300003 (Published - August, 2019).odt', 'Annual review (36883223) 300003 (Published - March, 2019).odt', 'Annual review (21427837) 300003 (Published - November, 2017).odt', 'Contract: DFID 8453 Service Provider for Climate Smart Development & Urban Resilience for Nepal - Lot 3 - Nepal Urban Resilience Programme (NURP) - Contract Award', 'Contract: DFID 7861 Service Provider for implementing DFID Nepal Safer Schools Project - Contract', 'Tender: DFID 7861 Service Provider for Implementing DFID Nepal Safer Schools Project']","['A02,A08', 'A07,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A07,A08', 'A11', 'A11', 'A10']"
314,GB-GOV-1-300006,['Improving Public Financial Management and Accountability in Nepal '],"['http://iati.fcdo.gov.uk/iati_documents/D0001523.odt', 'http://iati.fcdo.gov.uk/iati_documents/90000448.odt', 'http://iati.fcdo.gov.uk/iati_documents/90000393.odt', 'http://iati.fcdo.gov.uk/iati_documents/90000392.xlsx', 'http://iati.fcdo.gov.uk/iati_documents/6032817.odt', 'http://iati.fcdo.gov.uk/iati_documents/53007914.odt', 'http://iati.fcdo.gov.uk/iati_documents/36553110.odt', 'http://iati.fcdo.gov.uk/iati_documents/31651665.odt', 'https://www.contractsfinder.service.gov.uk/Notice/e64267c8-a753-434d-81e5-bcbde050356a', 'https://www.contractsfinder.service.gov.uk/Notice/a497b73f-10be-44f2-b0d2-c384ae7965b1']","['Project completion review (D0001523) 300006 (Published - January, 2023).odt', 'Annual review (90000448) 300006 (Published - February, 2022).odt', 'Annual review (90000393) 300006 (Published - February, 2022).odt', 'Logical Framework (90000392) 300006 (Published - February, 2022).xlsx', 'Business Case and Summary (6032817 ) 300006 (Published - November, 2017).odt', 'Annual review (53007914) 300006 (Published - December, 2019).odt', 'Annual review (36553110) 300006 (Published - December, 2018).odt', 'Annual review (31651665) 300006 (Published - June, 2018).odt', 'Contract: PO 7963 - Improving Public Financial Management and Accountability (PFMA2) Programme - Amendment No 3', 'Contract: DFID 7963 Improving Public Financial Management and Accountability (PFMA2) Programme Call Down Contract']","['A01,A07,A08', 'A07,A08', 'A07,A08', 'A02,A08', 'A01,A02,A03,A04,A05', 'A07,A08', 'A07,A08', 'A07,A08', 'A11', 'A11']"
